timestamp,t_agua_entrada_C,t_agua_saida_C,vazao_agua_m3h,corrente_compressor_A,pressao_evap_bar
2026-07-06 14:04:10,11.96,6.96,150.2,180.8,3.5
2026-07-06 14:04:11,11.76,7.06,149.2,176.2,3.59
2026-07-06 14:04:12,12.17,7.16,149.6,180.8,3.43
2026-07-06 14:04:13,11.96,7.05,149.9,178.1,3.42
2026-07-06 14:04:14,12.05,6.93,149.6,184.2,3.53
2026-07-06 14:04:15,12.05,7.13,148.5,180.2,3.38
2026-07-06 14:04:16,11.94,6.88,151.3,184.4,3.5
2026-07-06 14:04:17,12.22,6.91,148.6,189.2,3.44
2026-07-06 14:04:18,12.02,7.01,150.0,180.8,3.54
2026-07-06 14:04:19,12.26,6.93,147.9,189.8,3.5
2026-07-06 14:04:20,12.17,7.08,149.5,183.1,3.5
2026-07-06 14:04:21,11.9,6.97,149.8,180.4,3.52
2026-07-06 14:04:22,11.94,6.98,149.6,182.9,3.47
2026-07-06 14:04:23,12.14,6.94,148.5,184.4,3.44
2026-07-06 14:04:24,12.21,6.96,149.1,184.9,3.47
2026-07-06 14:04:25,11.81,6.93,151.0,179.6,3.5
2026-07-06 14:04:26,11.82,6.95,150.3,183.4,3.49
2026-07-06 14:04:27,12.18,6.95,148.9,185.7,3.57
2026-07-06 14:04:28,12.12,6.99,148.1,182.6,3.47
2026-07-06 14:04:29,12.05,7.09,148.8,181.2,3.45
2026-07-06 14:04:30,11.9,7.2,150.0,175.6,3.49
2026-07-06 14:04:31,12.14,6.93,150.6,187.0,3.46
2026-07-06 14:04:32,11.9,6.92,150.8,184.5,3.49
2026-07-06 14:04:33,11.88,7.1,149.5,176.6,3.53
2026-07-06 14:04:34,11.9,6.9,148.4,182.5,3.52
2026-07-06 14:04:35,12.01,7.06,149.6,181.5,3.52
2026-07-06 14:04:36,12.08,7.1,149.2,179.8,3.45
2026-07-06 14:04:37,11.78,6.98,150.1,181.4,3.47
2026-07-06 14:04:38,11.96,6.86,149.6,185.6,3.48
2026-07-06 14:04:39,11.86,6.96,151.2,182.1,3.51
2026-07-06 14:04:40,12.06,7.11,149.7,181.0,3.48
2026-07-06 14:04:41,11.84,6.93,151.4,179.5,3.46
2026-07-06 14:04:42,12.05,7.01,150.6,184.1,3.6
2026-07-06 14:04:43,11.96,7.17,150.9,178.5,3.48
2026-07-06 14:04:44,12.1,7.11,149.4,180.8,3.49
2026-07-06 14:04:45,11.6,6.96,149.8,177.5,3.48
2026-07-06 14:04:46,12.2,7.18,149.3,182.8,3.53
2026-07-06 14:04:47,11.95,6.93,149.2,182.5,3.55
2026-07-06 14:04:48,11.69,7.03,150.2,177.3,3.54
2026-07-06 14:04:49,12.05,6.81,150.6,189.4,3.46
2026-07-06 14:04:50,11.94,6.96,149.7,183.1,3.52
2026-07-06 14:04:51,12.12,7.0,151.7,186.1,3.49
2026-07-06 14:04:52,11.94,7.02,149.1,179.9,3.5
2026-07-06 14:04:53,12.11,7.09,151.6,183.8,3.44
2026-07-06 14:04:54,11.65,7.12,149.2,175.2,3.49
2026-07-06 14:04:55,12.15,7.11,151.1,183.8,3.53
2026-07-06 14:04:56,12.04,6.96,149.6,185.8,3.46
2026-07-06 14:04:57,11.91,6.94,150.5,181.7,3.49
2026-07-06 14:04:58,11.92,6.74,150.0,184.9,3.45
2026-07-06 14:04:59,12.1,7.03,151.5,184.5,3.52
2026-07-06 14:05:00,11.92,7.09,149.5,178.8,3.54
2026-07-06 14:05:01,12.11,7.16,150.9,184.0,3.55
2026-07-06 14:05:02,12.07,7.0,151.5,185.6,3.45
2026-07-06 14:05:03,12.03,7.1,148.6,181.4,3.49
2026-07-06 14:05:04,11.87,7.09,150.2,178.8,3.58
2026-07-06 14:05:05,12.04,6.99,148.9,186.3,3.59
2026-07-06 14:05:06,11.95,7.01,151.2,183.2,3.53
2026-07-06 14:05:07,12.08,7.08,149.3,182.7,3.52
2026-07-06 14:05:08,12.07,7.01,151.8,183.2,3.49
2026-07-06 14:05:09,12.1,7.06,149.3,182.5,3.49
2026-07-06 14:05:10,11.92,7.06,147.9,179.2,3.47
2026-07-06 14:05:11,11.84,7.08,149.5,180.6,3.49
2026-07-06 14:05:12,11.82,7.01,148.7,179.0,3.46
2026-07-06 14:05:13,12.19,7.08,150.9,183.8,3.51
2026-07-06 14:05:14,11.83,6.92,151.0,182.8,3.47
2026-07-06 14:05:15,12.0,7.03,148.2,179.4,3.39
2026-07-06 14:05:16,11.61,6.94,150.6,179.9,3.53
2026-07-06 14:05:17,12.25,7.07,149.0,184.7,3.55
2026-07-06 14:05:18,12.12,6.91,149.3,184.4,3.49
2026-07-06 14:05:19,12.25,6.98,149.6,185.1,3.51
2026-07-06 14:05:20,12.05,6.86,151.6,183.7,3.41
2026-07-06 14:05:21,11.77,6.8,149.0,182.1,3.47
2026-07-06 14:05:22,12.03,7.0,151.4,182.4,3.48
2026-07-06 14:05:23,12.05,7.08,149.2,181.0,3.58
2026-07-06 14:05:24,11.83,6.86,151.2,184.9,3.53
2026-07-06 14:05:25,11.94,7.06,149.9,180.8,3.51
2026-07-06 14:05:26,11.91,6.93,151.7,183.0,3.45
2026-07-06 14:05:27,12.09,6.93,146.1,183.2,3.48
2026-07-06 14:05:28,12.11,6.94,149.9,184.0,3.52
2026-07-06 14:05:29,12.01,6.91,148.3,184.5,3.48
2026-07-06 14:05:30,11.95,6.81,149.9,184.6,3.45
2026-07-06 14:05:31,11.92,6.88,148.5,180.9,3.38
2026-07-06 14:05:32,11.89,6.85,149.9,183.9,3.61
2026-07-06 14:05:33,11.97,6.9,151.3,183.4,3.57
2026-07-06 14:05:34,12.13,6.93,150.9,187.7,3.55
2026-07-06 14:05:35,12.16,7.03,147.7,183.8,3.49
2026-07-06 14:05:36,11.96,6.94,149.5,184.8,3.63
2026-07-06 14:05:37,11.89,7.03,150.2,178.2,3.52
2026-07-06 14:05:38,12.19,6.94,150.2,187.0,3.55
2026-07-06 14:05:39,11.79,7.0,152.7,180.8,3.54
2026-07-06 14:05:40,11.85,6.92,150.7,183.2,3.52
2026-07-06 14:05:41,11.91,7.07,150.3,179.4,3.54
2026-07-06 14:05:42,12.09,7.0,150.9,183.3,3.5
2026-07-06 14:05:43,11.75,7.16,148.2,174.0,3.43
2026-07-06 14:05:44,12.07,6.95,151.8,183.4,3.46
2026-07-06 14:05:45,12.2,7.01,149.9,182.3,3.49
2026-07-06 14:05:46,12.22,6.94,148.4,186.0,3.48
2026-07-06 14:05:47,11.64,7.22,147.7,172.6,3.52
2026-07-06 14:05:48,11.97,7.1,150.7,180.7,3.49
2026-07-06 14:05:49,12.28,7.02,149.2,187.2,3.48
2026-07-06 14:05:50,11.89,7.0,150.8,178.6,3.55
2026-07-06 14:05:51,12.0,7.09,150.2,181.0,3.45
2026-07-06 14:05:52,12.09,7.0,152.2,186.4,3.48
2026-07-06 14:05:53,12.25,7.0,151.1,187.1,3.57
2026-07-06 14:05:54,11.98,6.84,152.2,184.9,3.5
2026-07-06 14:05:55,11.96,7.03,150.1,181.0,3.5
2026-07-06 14:05:56,11.77,7.28,148.6,172.1,3.52
2026-07-06 14:05:57,12.07,6.96,151.6,184.7,3.49
2026-07-06 14:05:58,11.86,6.96,149.2,181.0,3.46
2026-07-06 14:05:59,11.99,7.21,150.7,178.7,3.52
2026-07-06 14:06:00,12.12,7.18,150.0,180.6,3.53
2026-07-06 14:06:01,11.82,6.99,150.8,178.6,3.52
2026-07-06 14:06:02,11.98,7.1,149.7,176.9,3.49
2026-07-06 14:06:03,12.24,6.94,150.8,185.4,3.52
2026-07-06 14:06:04,11.96,6.96,150.3,182.9,3.42
2026-07-06 14:06:05,12.11,6.98,149.9,184.1,3.46
2026-07-06 14:06:06,11.97,7.25,150.6,178.2,3.46
2026-07-06 14:06:07,12.18,7.08,149.7,185.9,3.49
2026-07-06 14:06:08,11.91,7.02,149.8,181.9,3.54
2026-07-06 14:06:09,12.26,7.08,152.0,188.4,3.45
2026-07-06 14:06:10,12.04,7.06,150.4,178.9,3.49
2026-07-06 14:06:11,12.06,6.97,150.2,183.5,3.52
2026-07-06 14:06:12,12.1,7.05,150.7,185.2,3.49
2026-07-06 14:06:13,11.81,6.91,149.6,181.2,3.54
2026-07-06 14:06:14,12.12,6.88,149.9,185.8,3.48
2026-07-06 14:06:15,12.03,7.12,149.3,179.5,3.58
2026-07-06 14:06:16,12.11,7.14,148.2,178.4,3.39
2026-07-06 14:06:17,11.86,7.01,149.8,179.5,3.46
2026-07-06 14:06:18,12.04,7.04,149.1,183.5,3.48
2026-07-06 14:06:19,12.0,7.08,149.4,180.2,3.52
2026-07-06 14:06:20,11.9,6.98,149.9,181.5,3.45
2026-07-06 14:06:21,12.08,6.99,148.2,181.6,3.48
2026-07-06 14:06:22,11.83,7.09,150.0,176.3,3.46
2026-07-06 14:06:23,11.99,7.0,150.1,181.9,3.44
2026-07-06 14:06:24,11.9,6.96,147.8,179.5,3.43
2026-07-06 14:06:25,11.97,6.91,150.8,185.0,3.53
2026-07-06 14:06:26,11.98,7.04,148.8,179.5,3.5
2026-07-06 14:06:27,12.14,7.17,150.2,180.7,3.42
2026-07-06 14:06:28,11.94,7.12,150.2,178.7,3.45
2026-07-06 14:06:29,11.86,7.02,150.0,180.6,3.44
2026-07-06 14:06:30,12.05,7.05,150.9,185.2,3.43
2026-07-06 14:06:31,11.81,6.98,149.5,180.1,3.45
2026-07-06 14:06:32,12.05,7.09,149.7,181.0,3.48
2026-07-06 14:06:33,11.91,7.09,149.2,180.8,3.48
2026-07-06 14:06:34,11.94,7.02,150.0,181.3,3.51
2026-07-06 14:06:35,12.0,7.02,149.5,183.5,3.47
2026-07-06 14:06:36,12.11,7.04,147.9,182.3,3.61
2026-07-06 14:06:37,11.98,6.88,149.1,185.8,3.5
2026-07-06 14:06:38,12.15,7.04,150.9,185.9,3.47
2026-07-06 14:06:39,12.05,6.96,149.3,183.5,3.37
2026-07-06 14:06:40,11.78,7.16,151.4,176.0,3.51
2026-07-06 14:06:41,11.94,7.0,148.9,181.3,3.56
2026-07-06 14:06:42,11.98,7.02,150.4,182.2,3.52
2026-07-06 14:06:43,11.81,7.02,150.5,181.5,3.47
2026-07-06 14:06:44,12.14,6.81,149.2,186.2,3.46
2026-07-06 14:06:45,12.02,6.93,149.9,181.5,3.59
2026-07-06 14:06:46,11.86,6.99,148.7,178.7,3.4
2026-07-06 14:06:47,12.09,7.03,150.8,185.9,3.57
2026-07-06 14:06:48,12.21,6.99,150.8,187.7,3.49
2026-07-06 14:06:49,11.89,7.07,149.8,181.1,3.48
2026-07-06 14:06:50,11.88,7.0,149.7,183.3,3.43
2026-07-06 14:06:51,12.08,7.01,150.7,183.3,3.38
2026-07-06 14:06:52,11.74,7.08,149.1,175.4,3.49
2026-07-06 14:06:53,11.97,7.07,150.0,181.0,3.54
2026-07-06 14:06:54,11.81,6.93,147.3,177.7,3.53
2026-07-06 14:06:55,11.74,6.91,148.9,179.1,3.49
2026-07-06 14:06:56,12.22,6.97,150.5,185.7,3.54
2026-07-06 14:06:57,12.03,6.98,150.8,180.7,3.5
2026-07-06 14:06:58,12.14,7.01,148.6,183.7,3.49
2026-07-06 14:06:59,12.15,6.96,150.8,184.0,3.43
